Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,ChildrenAtHomeCount,EducationLevel,WorkClass,HomeOwnership,CarsOwned,StateProvinceCode,PostalCode,SnowBlowerBuyer
62,M,M,60000,3,1,High School,Professional,0,2,MN,55615,0
64,M,M,69000,3,2,Some College,Professional,1,0,MN,55615,1
90,M,F,66000,3,0,Bachelors,Management,1,2,MN,55615,0
51,M,M,69000,4,3,Bachelors,Professional,1,0,MN,55616,0
53,M,M,64000,1,0,Some College,Skilled Labor,1,1,MN,55616,0
53,M,F,48000,0,0,Graduate Degree,Skilled Labor,1,0,MN,55616,1
47,S,F,57000,3,0,Some College,Professional,0,2,MN,55617,1
51,M,M,91000,5,4,Some College,Professional,1,4,MN,55617,0
54,S,M,67000,4,0,Graduate Degree,Skilled Labor,0,0,MN,55617,0
34,S,M,20000,0,0,Some High School,Office,0,2,MN,55618,0
59,M,M,67000,2,1,Some College,Professional,1,1,MN,55618,1
82,M,M,96000,5,0,Bachelors,Management,1,2,MN,55618,1
32,S,F,52000,0,0,High School,Skilled Labor,0,2,MN,55619,0
32,S,F,54000,3,3,Bachelors,Skilled Labor,0,2,MN,55621,0
45,S,M,100000,3,0,Bachelors,Management,0,3,MN,55622,0
71,S,F,54000,2,0,Graduate Degree,Management,0,2,MN,55622,1
64,M,M,60000,2,1,Some College,Professional,1,2,MN,55625,0
67,M,F,66000,4,1,Bachelors,Management,0,1,MN,55627,0
84,M,M,131000,2,4,Graduate Degree,Management,1,3,MN,55627,0
55,M,M,65000,0,0,Graduate Degree,Professional,1,0,MN,55628,0
55,S,M,93000,0,0,Some College,Professional,0,1,MN,55628,1
91,S,F,61000,3,0,Graduate Degree,Management,1,2,MN,55629,1
63,S,M,77000,5,0,Bachelors,Management,1,2,MN,55630,0
31,S,M,52000,0,0,Some High School,Office,0,2,MN,55632,1
31,S,M,40000,0,0,Some College,Skilled Labor,1,1,MN,55633,0
44,M,F,59000,1,1,Bachelors,Skilled Labor,1,1,MN,55633,0
49,M,F,44000,1,0,Some College,Office,1,1,MN,55633,1
74,M,M,62000,5,0,Graduate Degree,Management,1,2,MN,55633,1
40,M,M,105000,3,2,Some College,Professional,1,4,MN,55634,1
43,S,F,92000,4,3,High School,Professional,0,2,MN,55637,0
52,S,M,50000,3,3,Some College,Office,1,1,MN,55638,1
52,S,M,57000,0,0,Graduate Degree,Skilled Labor,0,0,MN,55638,0
36,S,M,52000,0,0,Some College,Skilled Labor,0,1,MN,55639,0
77,M,F,92000,5,0,Bachelors,Management,1,2,MN,55639,0
32,S,M,47000,0,0,High School,Skilled Labor,1,2,MN,55643,0
35,M,F,48000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55643,0
37,M,M,56000,1,1,Bachelors,Skilled Labor,1,0,MN,55643,0
41,M,M,54000,1,1,Bachelors,Skilled Labor,1,0,MN,55643,1
58,S,M,72000,3,0,Graduate Degree,Management,1,2,MN,55643,1
32,S,M,49000,0,0,High School,Skilled Labor,0,2,MN,55644,1
36,S,F,27000,0,0,Some College,Skilled Labor,0,1,MN,55644,1
49,M,M,64000,2,2,Bachelors,Skilled Labor,1,1,MN,55644,1
53,M,F,80000,4,4,Some College,Skilled Labor,1,3,MN,55644,0
71,M,F,77000,4,0,Graduate Degree,Management,1,2,MN,55644,0
30,S,M,62000,0,0,Some College,Professional,1,2,MN,55645,0
49,S,F,73000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55645,1
51,S,M,42000,0,0,High School,Skilled Labor,1,2,MN,55645,1
64,M,M,65000,4,0,Bachelors,Management,1,2,MN,55645,0
42,M,M,49000,1,1,Bachelors,Skilled Labor,1,0,MN,55646,0
42,M,M,103000,4,1,Bachelors,Management,1,4,MN,55647,1
46,S,M,33000,2,0,High School,Skilled Labor,1,2,MN,55647,0
43,S,F,55000,0,0,Bachelors,Professional,0,1,MN,55648,0
47,S,M,50000,0,0,Bachelors,Professional,0,1,MN,55649,1
50,M,F,49000,1,0,Some College,Office,1,1,MN,55649,0
53,S,F,116000,3,0,Bachelors,Management,0,3,MN,55649,0
50,S,M,115000,0,1,Graduate Degree,Management,1,0,MN,55652,0
53,S,F,53000,2,2,Bachelors,Skilled Labor,1,1,MN,55652,1
48,M,M,48000,2,2,Bachelors,Skilled Labor,1,0,MN,55653,1
68,M,M,76000,2,1,Some College,Professional,1,1,MN,55654,0
70,S,F,32000,3,0,Some High School,Office,0,2,MN,55654,0
43,M,M,60000,4,3,Bachelors,Professional,1,1,MN,55658,0
65,M,F,58000,2,1,High School,Professional,1,2,MN,55658,0
72,M,F,75000,3,0,Graduate Degree,Management,1,2,MN,55659,1
69,S,M,70000,2,1,Bachelors,Management,1,1,MN,55660,0
45,M,F,64000,1,0,Graduate Degree,Professional,1,0,MN,55661,0
62,M,M,47000,3,0,Some College,Professional,1,2,MN,55661,0
70,S,M,23000,2,1,Some High School,Office,0,2,MN,55661,0
46,M,M,88000,2,1,Some College,Professional,0,0,MN,55662,1
59,S,F,68000,4,0,Graduate Degree,Skilled Labor,1,0,MN,55664,0
41,S,M,68000,0,0,Some College,Professional,1,2,MN,55665,0
49,M,F,65000,1,0,Some College,Skilled Labor,1,1,MN,55665,1
86,M,M,76000,3,0,Graduate Degree,Management,1,2,MN,55665,0
45,S,M,55000,0,0,Some College,Skilled Labor,0,1,MN,55666,1
46,M,F,63000,1,0,Some College,Skilled Labor,1,1,MN,55666,0
44,M,M,74000,0,0,Graduate Degree,Professional,1,0,MN,55667,0
72,M,F,75000,3,0,Graduate Degree,Management,1,2,MN,55667,0
32,M,F,47000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55668,0
47,M,F,67000,5,5,Graduate Degree,Professional,1,2,MN,55668,0
51,S,M,73000,4,2,Bachelors,Skilled Labor,0,2,MN,55668,1
61,M,M,97000,3,2,Some College,Professional,1,1,MN,55668,1
76,S,F,70000,3,0,Graduate Degree,Management,1,2,MN,55668,0
40,M,M,90000,5,4,Some College,Professional,1,4,MN,55669,0
68,M,M,73000,4,0,Bachelors,Management,1,2,MN,55671,0
38,M,M,76000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55672,1
52,M,M,93000,5,4,Some College,Professional,1,3,MN,55672,0
60,M,M,97000,1,0,Graduate Degree,Professional,1,0,MN,55672,1
36,M,M,20000,0,0,Some College,Skilled Labor,1,1,MN,55673,0
63,M,F,66000,2,0,High School,Professional,1,2,MN,55673,0
50,S,F,75000,1,0,Bachelors,Professional,0,1,MN,55675,0
42,S,F,58000,0,0,High School,Skilled Labor,1,2,MN,55676,0
62,S,F,70000,2,1,Some High School,Skilled Labor,0,3,MN,55676,1
39,S,F,44000,0,0,High School,Skilled Labor,0,2,MN,55677,0
55,S,M,48000,3,3,Some College,Office,1,2,MN,55677,1
64,M,F,57000,5,0,High School,Professional,1,3,MN,55677,0
49,M,M,67000,1,0,Some College,Skilled Labor,0,1,MN,55679,1
31,M,M,76000,1,0,Graduate Degree,Professional,1,0,MN,55682,0
32,S,F,55000,0,0,High School,Skilled Labor,0,2,MN,55683,1
48,S,F,56000,0,0,Bachelors,Professional,0,1,MN,55686,0
69,S,F,24000,3,0,Some High School,Office,1,2,MN,55686,0
37,S,F,57000,0,0,Some College,Skilled Labor,0,1,MN,55687,0
42,M,F,87000,0,0,Bachelors,Management,1,1,MN,55688,1
49,M,F,108000,5,2,Some College,Professional,1,1,MN,55688,0
53,M,M,73000,4,2,Bachelors,Professional,1,2,MN,55689,1
69,M,F,32000,4,0,High School,Professional,1,2,MN,55690,0
70,S,M,63000,2,1,Some High School,Skilled Labor,1,2,MN,55690,0
40,S,F,54000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55693,0
55,S,F,68000,1,0,Bachelors,Professional,0,1,MN,55695,1
48,M,M,80000,4,0,Graduate Degree,Skilled Labor,1,0,MN,55697,0
53,M,F,71000,1,0,Graduate Degree,Professional,1,0,MN,55697,1
64,S,M,76000,2,1,High School,Professional,1,2,MN,55697,0
60,M,F,82000,2,0,Some High School,Skilled Labor,1,2,MN,55698,0
37,S,F,49000,0,0,High School,Skilled Labor,1,2,MN,55699,0
48,M,M,67000,5,4,Graduate Degree,Professional,1,0,MN,55699,0
51,M,F,91000,4,3,Bachelors,Management,1,0,MN,55699,0
35,S,F,32000,0,0,Some High School,Office,0,2,MN,55702,0
72,M,M,69000,4,0,Graduate Degree,Management,1,2,MN,55702,1
46,M,M,67000,5,0,Graduate Degree,Professional,1,0,MN,55703,1
51,M,M,97000,5,4,Some College,Professional,1,4,MN,55703,0
32,M,M,93000,0,0,Graduate Degree,Skilled Labor,1,0,MN,55705,1
39,S,M,57000,0,0,High School,Skilled Labor,0,2,MN,55705,1
78,S,M,125000,2,4,Graduate Degree,Management,1,3,MN,55705,1
46,M,M,69000,1,0,Some College,Skilled Labor,1,1,MN,55706,1
52,S,M,90000,5,4,Some College,Professional,1,3,MN,55706,1
53,M,M,89000,4,3,High School,Professional,1,2,MN,55707,0
40,M,M,64000,1,0,Some College,Skilled Labor,1,1,MN,55708,1
41,S,F,83000,0,0,Some College,Professional,0,1,MN,55708,0
53,S,F,92000,4,3,High School,Professional,1,2,MN,55709,0
40,M,F,66000,1,0,Graduate Degree,Professional,1,0,MN,55711,1
43,S,F,59000,2,2,Bachelors,Skilled Labor,1,1,MN,55713,1
60,S,F,31000,4,0,High School,Professional,0,2,MN,55713,0
68,M,M,64000,5,0,Bachelors,Management,1,2,MN,55713,1
68,M,M,76000,2,0,High School,Professional,0,2,MN,55713,0
28,M,M,50000,0,0,High School,Skilled Labor,1,2,MN,55715,0
45,M,M,63000,4,2,Bachelors,Skilled Labor,1,2,MN,55715,1
69,M,M,75000,2,1,Some College,Professional,1,1,MN,55715,1
53,S,M,115000,1,2,Some College,Professional,0,3,MN,55716,0
82,S,F,53000,3,0,Some College,Professional,1,2,MN,55716,0
66,M,F,74000,4,0,Bachelors,Management,1,2,MN,55717,0
36,M,M,31000,0,0,High School,Skilled Labor,0,2,MN,55718,0
65,M,M,64000,3,2,Some College,Professional,1,0,MN,55720,1
28,M,M,41000,0,0,Some College,Skilled Labor,1,2,MN,55722,0
60,S,M,67000,4,3,Some College,Professional,1,1,MN,55724,0
45,M,F,74000,1,0,Some College,Skilled Labor,1,1,MN,55725,1
48,M,M,71000,1,1,Graduate Degree,Skilled Labor,1,0,MN,55725,1
30,M,F,25000,0,0,High School,Skilled Labor,1,2,MN,55726,0
51,S,F,70000,5,5,Graduate Degree,Professional,1,2,MN,55726,0
55,S,F,95000,3,3,Bachelors,Skilled Labor,1,2,MN,55728,1
81,S,M,49000,4,0,Bachelors,Management,0,2,MN,55728,0
34,M,M,70000,0,0,Some College,Professional,0,2,MN,55729,1
50,M,F,100000,0,3,Some College,Professional,0,1,MN,55730,0
57,S,M,90000,2,0,Some High School,Skilled Labor,0,2,MN,55730,0
82,M,M,91000,4,0,Bachelors,Management,1,2,MN,55732,1
41,M,M,110000,5,2,Some College,Professional,1,1,MN,55734,0
58,M,M,71000,2,1,Some High School,Skilled Labor,1,2,MN,55735,0
61,M,M,76000,4,2,Some College,Professional,1,2,MN,55735,0
54,S,M,60000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55736,0
55,M,M,31000,2,0,High School,Office,0,2,MN,55737,1
70,M,F,62000,4,3,Some College,Professional,1,1,MN,55737,0
78,S,F,77000,3,0,Graduate Degree,Management,1,2,MN,55737,0
88,M,M,55000,2,0,Graduate Degree,Management,1,2,MN,55738,0
56,S,F,58000,2,1,High School,Professional,1,2,MN,55739,0
47,S,F,61000,1,0,Graduate Degree,Professional,1,0,MN,55741,1
63,S,F,33000,5,0,Some High School,Skilled Labor,1,3,MN,55741,0
28,S,M,69000,2,0,Graduate Degree,Professional,0,0,MN,55747,1
43,S,F,87000,4,4,Some College,Skilled Labor,0,3,MN,55747,0
51,S,F,68000,3,0,Graduate Degree,Professional,0,0,MN,55747,1
58,M,M,72000,2,1,Some High School,Skilled Labor,1,2,MN,55747,0
40,S,F,61000,4,0,Graduate Degree,Skilled Labor,0,0,MN,55749,0
63,M,M,62000,3,0,Some High School,Skilled Labor,1,2,MN,55750,0
36,S,M,43000,0,0,High School,Skilled Labor,0,2,MN,55753,1
52,S,M,117000,1,0,Bachelors,Management,1,2,MN,55753,1
61,M,M,33000,1,0,High School,Labor,1,1,MN,55753,1
82,S,M,54000,2,0,Graduate Degree,Management,1,2,MN,55753,0
87,M,M,132000,2,3,Bachelors,Management,1,4,MN,55753,1
44,S,F,61000,2,2,Bachelors,Skilled Labor,1,1,MN,55754,0
45,M,M,61000,5,5,Graduate Degree,Professional,1,2,MN,55754,0
57,M,F,46000,1,0,Some College,Office,1,1,MN,55757,1
44,M,F,46000,1,1,Bachelors,Skilled Labor,1,1,MN,55758,1
45,M,M,90000,4,3,High School,Professional,1,3,MN,55758,0
67,S,M,73000,1,0,Bachelors,Professional,1,1,MN,55758,0
42,S,F,69000,4,4,Bachelors,Skilled Labor,0,2,MN,55763,0
58,M,M,35000,2,0,High School,Skilled Labor,0,2,MN,55763,0
87,M,F,76000,2,0,Graduate Degree,Management,1,2,MN,55763,0
54,S,F,62000,2,0,High School,Professional,1,2,MN,55764,0
65,S,M,61000,4,0,Graduate Degree,Management,1,2,MN,55764,1
39,M,M,54000,0,0,High School,Skilled Labor,1,2,MN,55765,0
44,S,F,73000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55765,1
50,M,F,64000,2,2,Bachelors,Skilled Labor,1,0,MN,55765,1
34,S,F,55000,0,0,High School,Skilled Labor,0,2,MN,55766,1
43,S,M,41000,0,0,Bachelors,Professional,0,1,MN,55767,1
56,M,F,62000,2,1,Some College,Professional,1,1,MN,55767,0
36,M,M,57000,0,0,High School,Skilled Labor,0,2,MN,55769,0
50,M,F,75000,1,1,Graduate Degree,Skilled Labor,1,0,MN,55769,1
67,M,F,88000,3,2,Some College,Professional,0,1,MN,55769,1
70,S,F,70000,2,0,High School,Professional,0,2,MN,55769,0
44,M,M,75000,0,0,Some College,Skilled Labor,0,1,MN,55771,1
50,S,M,74000,0,0,Graduate Degree,Professional,1,0,MN,55771,1
49,S,M,74000,0,0,Some College,Professional,0,2,MN,55772,1
40,S,F,97000,0,0,Bachelors,Management,0,1,MN,55775,1
51,M,F,73000,1,0,Graduate Degree,Professional,1,0,MN,55775,0
41,S,F,72000,1,0,Graduate Degree,Professional,1,0,MN,55776,0
55,S,F,56000,0,0,Bachelors,Professional,0,1,MN,55776,0
75,S,F,48000,4,0,Bachelors,Management,0,2,MN,55776,1
46,M,F,62000,2,1,High School,Professional,1,2,MN,55777,1
69,M,F,24000,1,0,Bachelors,Skilled Labor,1,1,MN,55777,0
42,M,F,65000,5,0,Graduate Degree,Professional,1,0,MN,55778,1
54,S,M,112000,4,1,Bachelors,Management,0,4,MN,55778,0
30,S,F,40000,0,0,High School,Skilled Labor,1,2,MN,55779,0
51,M,M,68000,4,2,Bachelors,Skilled Labor,1,2,MN,55779,1
53,S,F,93000,0,0,Some College,Professional,1,2,MN,55779,1
55,S,F,25000,0,0,High School,Skilled Labor,1,2,MN,55779,1
48,S,F,97000,4,3,High School,Professional,0,3,MN,55780,0
44,M,M,33000,0,0,Graduate Degree,Skilled Labor,1,0,MN,55781,0
80,M,M,105000,2,3,Graduate Degree,Management,1,3,MN,55782,0
60,S,F,70000,2,1,Some College,Professional,0,1,MN,55783,1
45,S,F,76000,1,0,Bachelors,Professional,0,1,MN,55784,1
50,S,M,64000,2,2,Bachelors,Skilled Labor,0,0,MN,55785,1
47,M,M,61000,5,0,Graduate Degree,Professional,1,0,MN,55787,0
48,S,M,65000,5,4,Bachelors,Professional,0,2,MN,55787,0
51,S,F,71000,4,0,Graduate Degree,Skilled Labor,1,0,MN,55787,0
49,M,F,68000,1,0,Graduate Degree,Professional,1,0,MN,55788,1
56,M,M,76000,4,0,Graduate Degree,Skilled Labor,0,0,MN,55788,0
59,M,M,25000,1,0,High School,Office,0,2,MN,55790,0
70,S,M,76000,3,0,Graduate Degree,Management,1,2,MN,55790,1
60,M,F,71000,2,1,High School,Professional,1,2,MN,55792,0
66,M,M,21000,2,0,High School,Office,1,2,MN,55792,0
66,M,M,74000,4,0,Bachelors,Management,1,2,MN,55792,0
36,S,M,70000,0,0,Some College,Professional,0,2,MN,55793,0
39,S,F,84000,0,0,Bachelors,Management,0,1,MN,55793,1
48,S,M,60000,0,0,Some College,Professional,1,2,MN,55793,0
55,S,F,53000,0,0,Graduate Degree,Skilled Labor,0,0,MN,55793,0
66,S,F,90000,4,0,Graduate Degree,Skilled Labor,1,0,MN,55793,0
41,M,M,70000,2,2,Bachelors,Skilled Labor,1,1,MN,55794,1
51,M,F,85000,4,3,High School,Professional,1,3,MN,55794,0
57,M,F,35000,2,0,High School,Labor,1,2,MN,55794,0
66,M,F,23000,4,0,High School,Professional,1,2,MN,55794,0
67,M,F,74000,2,1,Some College,Professional,1,1,MN,55794,0
41,S,M,50000,3,3,Some College,Office,1,1,MN,55795,0
48,S,F,85000,5,4,Some College,Professional,1,3,MN,55795,1
67,M,M,94000,5,0,Graduate Degree,Skilled Labor,1,0,MN,55795,0
41,S,F,63000,0,0,Some College,Professional,1,2,MN,55798,1
61,S,F,61000,2,1,Some College,Professional,1,1,MN,55798,0
35,M,M,29000,0,0,High School,Skilled Labor,1,2,MN,55799,0
46,M,F,62000,2,0,High School,Professional,0,2,MN,55799,1
35,S,M,26000,0,0,Some College,Skilled Labor,1,1,MN,55800,0
36,S,M,71000,2,2,Bachelors,Skilled Labor,1,1,MN,55800,0
47,M,M,85000,0,0,Graduate Degree,Skilled Labor,1,0,MN,55800,1
41,S,F,76000,0,0,Some College,Skilled Labor,0,1,MN,55801,0
42,M,M,64000,2,0,High School,Professional,0,2,MN,55801,0
43,M,F,87000,4,3,High School,Professional,1,3,MN,55801,0
32,M,M,46000,0,0,High School,Skilled Labor,1,2,MN,55802,0
41,M,F,92000,4,3,Some College,Professional,1,0,MN,55803,0
43,S,F,61000,1,0,Bachelors,Professional,1,1,MN,55803,1
68,M,M,65000,2,0,Some High School,Skilled Labor,1,2,MN,55804,0
52,S,M,95000,0,0,Some College,Professional,0,2,MN,55805,1
80,M,F,59000,2,0,Graduate Degree,Management,1,2,MN,55805,0
88,M,M,71000,4,0,Bachelors,Management,1,2,MN,55805,0
42,S,F,67000,2,2,Bachelors,Skilled Labor,0,1,MN,55806,0
70,S,F,81000,4,0,Graduate Degree,Skilled Labor,0,0,MN,55806,0
61,M,M,70000,2,1,High School,Professional,0,2,MN,55808,1
64,M,F,45000,5,0,High School,Professional,1,2,MN,55808,0
69,M,F,74000,2,0,High School,Professional,1,2,MN,55808,0
77,S,M,67000,3,0,Graduate Degree,Management,1,2,MN,55808,1
55,M,M,74000,1,0,Graduate Degree,Professional,1,0,MN,55810,0
42,M,M,94000,5,4,Some College,Professional,1,3,MN,55811,0
49,S,M,62000,0,0,Graduate Degree,Professional,1,1,MN,55813,1
60,M,M,74000,2,1,Some College,Professional,1,1,MN,55813,1
70,M,M,88000,2,0,Some High School,Skilled Labor,1,2,MN,55813,0
77,S,F,77000,5,0,Graduate Degree,Management,1,2,MN,55813,1
29,S,F,52000,0,0,Some College,Skilled Labor,0,2,MN,55814,1
64,S,F,68000,2,1,Some College,Professional,1,2,MN,55816,1
37,S,M,29000,0,0,High School,Skilled Labor,1,2,MN,55817,0
30,M,F,47000,0,0,Some College,Skilled Labor,1,2,MN,55819,0
49,M,F,62000,5,5,Graduate Degree,Professional,1,3,MN,55821,0
52,M,F,93000,4,3,High School,Professional,1,3,MN,55821,0
70,S,M,70000,2,1,Some College,Professional,0,2,MN,55822,1
43,S,F,73000,3,3,Bachelors,Skilled Labor,1,1,MN,55824,1
45,M,F,107000,3,0,Bachelors,Management,1,3,MN,55826,0
51,M,M,69000,1,0,Graduate Degree,Professional,1,0,MN,55827,0
87,M,M,102000,2,3,Graduate Degree,Management,1,3,MN,55828,0
42,S,F,58000,0,0,Bachelors,Professional,0,1,MN,55829,1
45,M,M,57000,0,0,High School,Skilled Labor,0,2,MN,55830,0
83,S,M,97000,4,0,Graduate Degree,Management,1,1,MN,55831,0
47,M,M,67000,2,0,High School,Professional,1,2,MN,55833,1
38,S,M,42000,0,0,Bachelors,Professional,0,2,MN,55836,0
87,M,M,96000,5,0,Bachelors,Management,1,2,MN,55836,0
28,S,M,74000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55837,0
52,M,M,74000,4,0,Graduate Degree,Skilled Labor,1,0,MN,55837,0
57,S,M,64000,5,2,Some College,Professional,1,2,MN,55837,0
75,S,M,70000,5,0,Bachelors,Management,1,2,MN,55837,1
62,M,M,89000,5,4,Graduate Degree,Professional,1,0,MN,55838,0
69,M,F,74000,2,1,Some College,Professional,1,2,MN,55839,1
41,M,M,96000,5,4,Some College,Professional,1,3,MN,55841,0
45,M,M,108000,3,0,Bachelors,Management,1,3,MN,55841,1
52,S,F,85000,3,3,Bachelors,Skilled Labor,1,2,MN,55841,1
42,S,F,111000,3,0,Bachelors,Management,0,3,MN,55842,0
49,M,M,42000,1,1,Bachelors,Skilled Labor,1,0,MN,55842,1
66,S,M,82000,4,0,Graduate Degree,Skilled Labor,1,0,MN,55842,0
84,S,M,80000,5,0,Bachelors,Management,1,2,MN,55842,1
60,S,F,70000,2,1,Some College,Professional,1,1,MN,55843,0
52,M,F,77000,1,0,Some College,Skilled Labor,1,1,MN,55844,0
55,M,F,46000,0,0,High School,Skilled Labor,1,2,MN,55844,0
34,S,M,34000,0,0,Some College,Skilled Labor,1,1,MN,55846,0
61,M,F,70000,2,1,Some College,Professional,1,1,MN,55846,1
69,S,F,60000,2,1,Some College,Professional,1,1,MN,55846,0
54,M,F,71000,0,0,Graduate Degree,Professional,1,0,MN,55847,0
44,M,F,76000,1,0,Graduate Degree,Professional,1,0,MN,55849,1
58,S,F,63000,2,0,Some High School,Skilled Labor,0,2,MN,55849,0
46,M,M,89000,0,0,Bachelors,Management,0,1,MN,55850,1
51,M,M,46000,4,2,High School,Skilled Labor,1,2,MN,55850,1
62,M,M,94000,2,0,Some High School,Skilled Labor,1,2,MN,55850,0
66,S,M,62000,2,1,Some College,Professional,1,2,MN,55850,0
36,S,F,54000,0,0,High School,Skilled Labor,0,2,MN,55851,0
67,M,F,45000,2,1,High School,Professional,1,2,MN,55851,1
32,M,M,74000,0,0,Some College,Skilled Labor,0,2,MN,55853,1
40,S,F,33000,1,0,High School,Office,0,2,MN,55855,0
44,M,F,113000,1,0,Bachelors,Management,1,2,MN,55855,1
42,M,M,49000,1,1,Bachelors,Skilled Labor,1,0,MN,55856,1
59,M,F,86000,2,1,Some College,Professional,1,0,MN,55856,0
49,S,M,73000,3,2,Graduate Degree,Professional,1,0,MN,55857,1
37,M,F,45000,0,0,High School,Skilled Labor,1,2,MN,55858,1
41,S,M,115000,1,2,Some College,Professional,1,4,MN,55859,1
50,S,F,55000,0,0,Bachelors,Professional,0,1,MN,55860,1
43,M,M,61000,5,0,Graduate Degree,Professional,1,0,MN,55861,1
57,S,F,69000,2,1,Some College,Professional,1,2,MN,55861,0
67,M,F,106000,2,4,Bachelors,Management,0,3,MN,55861,0
34,M,F,47000,0,0,High School,Skilled Labor,1,2,MN,55864,0
44,M,M,66000,5,4,Graduate Degree,Professional,1,0,MN,55865,0
46,S,F,70000,1,0,Bachelors,Professional,1,1,MN,55865,1
51,M,M,84000,4,3,High School,Professional,1,3,MN,55865,0
34,S,F,50000,0,0,Some College,Skilled Labor,0,1,MN,55866,0
41,M,M,73000,0,0,Graduate Degree,Skilled Labor,1,0,MN,55866,0
47,M,M,54000,0,0,Graduate Degree,Skilled Labor,1,0,MN,55867,1
46,M,M,28000,2,0,High School,Skilled Labor,1,2,MN,55868,0
82,S,M,46000,2,0,Graduate Degree,Management,1,2,MN,55868,1
58,S,M,66000,2,0,Some High School,Skilled Labor,1,2,MN,55869,0
53,M,F,112000,2,0,Bachelors,Management,1,3,MN,55870,0
56,M,F,74000,5,4,Graduate Degree,Professional,1,1,MN,55870,0
48,S,M,100000,2,0,Bachelors,Management,1,2,MN,55871,1
49,S,F,71000,0,0,Graduate Degree,Professional,0,1,MN,55871,1
66,M,M,26000,2,0,High School,Skilled Labor,0,2,MN,55871,0
69,M,F,57000,3,0,Some College,Professional,1,2,MN,55871,0
63,M,M,61000,2,1,High School,Professional,1,2,MN,55873,0
32,S,M,53000,4,4,Some College,Office,1,1,MN,55874,1
42,S,F,64000,2,0,Graduate Degree,Professional,1,0,MN,55874,0
64,M,F,74000,2,0,Some High School,Skilled Labor,1,2,MN,55874,0
63,M,M,42000,1,0,Some College,Office,1,1,MN,55875,1
28,S,M,22000,0,0,Some High School,Office,0,2,MN,55876,1
51,M,M,73000,5,5,Graduate Degree,Professional,1,2,MN,55876,0
86,M,M,72000,2,0,Graduate Degree,Management,0,2,MN,55876,0
47,M,M,61000,1,0,Graduate Degree,Professional,1,0,MN,55877,0
29,M,F,41000,3,3,Some College,Office,1,1,MN,55879,0
42,M,F,44000,1,1,Bachelors,Skilled Labor,1,0,MN,55880,1
57,S,M,74000,2,1,Some College,Professional,1,1,MN,55880,0
53,S,F,82000,4,3,Some College,Professional,0,1,MN,55881,1
48,M,M,61000,4,2,Bachelors,Professional,1,2,MN,55882,1
35,M,M,54000,0,0,High School,Skilled Labor,1,2,MN,55884,1
62,S,F,59000,2,0,Some College,Office,1,1,MN,55884,1
48,S,F,61000,0,0,Some College,Professional,0,2,MN,55885,1
49,M,M,96000,3,0,Some College,Professional,0,2,MN,55885,1
62,S,F,95000,5,0,Graduate Degree,Skilled Labor,0,0,MN,55885,0
67,S,F,77000,2,1,Some College,Professional,1,2,MN,55885,0
91,M,M,75000,3,0,Graduate Degree,Management,1,2,MN,55885,0
53,M,F,116000,3,1,Bachelors,Management,1,4,MN,55886,0
48,M,M,69000,4,4,Bachelors,Skilled Labor,1,3,MN,55887,0
59,M,F,77000,3,0,Graduate Degree,Management,1,2,MN,55887,1
46,M,F,73000,2,0,Graduate Degree,Professional,1,0,MN,55888,1
47,S,M,88000,0,0,Graduate Degree,Skilled Labor,0,0,MN,55888,0
49,S,F,85000,4,3,Some College,Professional,1,2,MN,55888,1
53,M,F,101000,1,2,Some College,Professional,1,4,MN,55888,1
47,M,M,72000,1,0,Some College,Skilled Labor,1,1,MN,55889,1
55,S,M,40000,0,0,Bachelors,Professional,0,1,MN,55889,1
66,S,F,73000,3,2,Bachelors,Professional,1,0,MN,55889,1
63,M,F,46000,1,0,Some College,Office,1,1,MN,55890,1
44,S,F,35000,0,0,High School,Skilled Labor,1,2,MN,55891,1
60,M,M,56000,4,0,High School,Professional,0,2,MN,55891,0
59,M,M,74000,2,1,Some College,Professional,1,2,MN,55893,0
58,M,F,69000,2,1,Some College,Professional,1,1,MN,55894,0
51,M,M,53000,1,1,Bachelors,Skilled Labor,1,0,MN,55896,0
55,S,F,61000,0,0,Some College,Skilled Labor,0,2,MN,55896,0
60,M,F,23000,4,0,High School,Professional,1,2,MN,55897,0
31,S,M,30000,0,0,High School,Skilled Labor,0,2,MN,55898,0
48,S,F,90000,5,4,Some College,Professional,0,4,MN,55898,1
68,M,F,54000,2,1,High School,Professional,1,2,MN,55898,0
64,M,M,77000,4,1,Bachelors,Management,1,1,MN,55900,1
69,M,F,52000,3,0,Some College,Professional,1,2,MN,55900,0
38,M,M,75000,3,0,Graduate Degree,Professional,1,0,MN,55901,1
64,M,F,30000,1,0,Bachelors,Skilled Labor,1,1,MN,55902,0
42,S,F,46000,1,0,Graduate Degree,Skilled Labor,1,0,MN,55903,0
52,M,M,73000,1,1,Graduate Degree,Skilled Labor,1,0,MN,55903,0
28,S,M,28000,0,0,Some High School,Office,0,2,MN,55904,0
